"","layer_OBJECTID","ldensity"
"Mediterranean dry woodlands and steppe",430,1.18462788328511
"Mediterranean High Atlas juniper steppe",431,1.74038286798916
"Mediterranean woodlands and forests",432,1.7451607114598
"Meghalaya subtropical forests",433,0.62022574392002
"Mentawai Islands rain forests",434,2.23420703951312
"Meseta Central matorral",435,1.80259606933864
"Mesoamerican Gulf-Caribbean mangroves",436,2.69522669730485
"Mesopotamian shrub desert",437,0.773517495760907
"Mid-Canada Boreal Plains forests",438,1.75737488915731
"Canadian Middle Arctic Tundra",439,-0.741850345105883
"Mid-Atlantic US coastal savannas",440,3.63857492504378
"Midwest Canadian Shield forests",441,1.27424183669018
"Mindanao-Eastern Visayas rain forests",442,3.32640425529744
"Mindanao montane rain forests",443,3.46054861504021
"Mindoro rain forests",444,2.68259570371823
"Miskito pine forests",445,2.82316026106497
"Mississippi lowland forests",446,3.6833998018299
"Mitchell Grass Downs",447,1.6581094631319
"Mizoram-Manipur-Kachin rain forests",448,0.877132723438463
"Mojave desert",449,0.92357345921387
"Mongolian-Manchurian grassland",450,1.19853780779889
"Montana Valley and Foothill grasslands",451,2.23495246121802
"Monte Alegre várzea",452,3.8572819394988
"Motagua Valley thornscrub",453,3.19827366666661
"Mount Cameroon and Bioko montane forests",454,0.236029062477386
"Murray-Darling woodlands and mallee",456,1.76305666980133
"Muskwa-Slave Lake taiga",457,1.08719441623081
"Myanmar Coast mangroves",458,1.83395050500403
"Myanmar coastal rain forests",459,1.44297744289453
"Nama Karoo shrublands",460,1.86844956362743
"Namaqualand-Richtersveld steppe",461,1.29946249696077
"Namib Desert",462,0.903733953654569
"Namibian savanna woodlands",463,1.5343111960327
"Nansei Islands subtropical evergreen forests",464,1.4404334544251
"Napo moist forests",465,1.83212166324668
"Naracoorte woodlands",466,2.52860886864489
"Narmada Valley dry deciduous forests",467,0.866706143877232
"Nebraska Sand Hills mixed grasslands",468,2.3865158640621
"Negro-Branco moist forests",469,2.97396173761317
"Nelson Coast temperate forests",470,3.0511824447637
"Nenjiang River grassland",471,1.64501498153214
"New Britain-New Ireland lowland rain forests",472,3.93490632033621
"New Britain-New Ireland montane rain forests",473,3.8612438181251
"New Caledonia dry forests",474,2.31702610205349
"New Caledonia rain forests",475,2.57461672453442
"New England-Acadian forests",476,2.66503326399862
"New Guinea mangroves",477,4.44602431660313
"Nicobar Islands rain forests",478,3.20065974171009
"Niger Delta swamp forests",479,-1.06047441968581
"Nigerian lowland forests",480,0.0140609761682934
"Nihonkai evergreen forests",481,2.46673564118319
"Nihonkai montane deciduous forests",482,2.78628644821277
"Nile Delta flooded savanna",483,1.12482936678958
"North Arabian desert",487,0.518033679814302
"North Arabian highland shrublands",488,0.444737563872754
"New Zealand North Island temperate forests",489,3.51062829040445
"North Saharan Xeric Steppe and Woodland",490,0.259976423301978
"Somali montane xeric woodlands",491,1.22442257184313
"North Tibetan Plateau-Kunlun Mountains alpine desert",492,0.60186092481888
"North Western Ghats moist deciduous forests",494,0.397892631701345
"North Western Ghats montane rain forests",495,0.0911511424767569
"Northeast China Plain deciduous forests",496,1.78408646979354
"Northeast India-Myanmar pine forests",497,1.27098961205068
"Northeast Siberian coastal tundra",498,-0.352737753954282
"Northeast Siberian taiga",499,0.0946368918451431
"Northeast Brazil restingas",500,3.03013285556584
"Northeast Congolian lowland forests",501,0.30002470711584
"Northeast Himalayan subalpine conifer forests",502,2.40520394134289
"Northeast Spain and Southern France Mediterranean forests",503,2.45479056228562
"Northeast US Coastal forests",504,3.60531502602429
"Northern Acacia-Commiphora bushlands and thickets",505,2.28994823555976
"Northern Anatolian conifer and deciduous forests",506,2.06899635583688
"Northern Andean páramo",507,3.69732280860314
"Northern Annamites rain forests",508,1.23040413088683
"Northern California coastal forests",509,4.25009280634753
"Northern Canadian Shield taiga",510,0.158199068148868
"Northern Congolian Forest-Savanna",511,0.348709787481562
"North Deccan dry deciduous forests",512,0.597788046400906
"Northern Indochina subtropical forests",513,1.91424742580106
"Northern Khorat Plateau moist deciduous forests",514,1.01441595368742
"Northern Mesoamerican Pacific mangroves",515,2.44420449602354
"Northern New Guinea lowland rain and freshwater swamp forests",516,4.60683808423761
"Northern New Guinea montane rain forests",517,4.59748302043145
"Northern Shortgrass prairie",518,1.84097310363203
"Northern Swahili coastal forests",519,1.94784248797897
"Northern Tallgrass prairie",520,2.34078490339325
"Northern Thailand-Laos moist deciduous forests",521,2.20477355584549
"Northern Triangle subtropical forests",522,1.31362865501416
"Northern Triangle temperate forests",523,1.82463799137378
"Northern Vietnam lowland rain forests",524,1.30824611626359
"Northland temperate kauri forests",525,4.09859812476945
"Northwest Iberian montane forests",526,2.44518647139136
"Northwest Russian-Novaya Zemlya tundra",527,0.32080278050485
"Northwest Andean montane forests",528,2.44677374377257
"Northwest Congolian lowland forests",529,0.329290083840986
"Northwestern Himalayan alpine shrub and meadows",531,2.10892735029065
"Aravalli west thorn scrub forests",532,1.4214907053853
"Novosibirsk Islands Arctic desert",533,-0.698870787818633
"Nujiang Langcang Gorge alpine conifer and mixed forests",534,2.36249101708889
"Nullarbor Plains xeric shrublands",535,0.668550932609883
"Nyanga-Chimanimani Montane forest-grassland",536,2.61916785704806
"Oaxacan montane forests",537,2.84894237881618
"Ogilvie-MacKenzie alpine tundra",539,0.279322689433837
"Okanogan dry forests",540,2.52358964429679
"Okhotsk-Manchurian taiga",541,1.45626870600209
"Ordos Plateau steppe",542,1.18029993246589
"Orinoco Delta swamp forests",543,2.34423873808798
"Orinoco wetlands",544,2.5902751172519
"Orissa semi-evergreen forests",545,0.80250123026353
"Ozark Highlands mixed forests",546,3.7135203794168
"Ozark Mountain forests",547,3.78088593761121
"Pacific Coastal Mountain icefields and tundra",548,1.38373487740093
"Palau tropical moist forests",549,4.06427710137302
"Palawan rain forests",550,2.80254553378806
"Palouse prairie",551,1.95775652946116
"Pamir alpine desert and tundra",552,1.38383961420843
"Panamanian dry forests",553,2.5568139924928
"Pannonian mixed forests",554,2.10987090413731
"Pantanal",555,3.21577715970136
"Pantanos de Centla",556,2.50613937078649
"Pantepui forests & shrublands",557,3.20680933246307
"Paraguaná xeric scrub",558,3.24240501815313
"Paraná flooded savanna",559,2.78046268816694
"Paropamisus xeric woodlands",560,1.45657110791503
"Patagonian steppe",561,0.842408545711535
"Patía valley dry forests",562,2.07141483223078
"Peninsular Malaysian montane rain forests",563,2.90993925639631
"Peninsular Malaysian peat swamp forests",564,2.64833165883886
"Peninsular Malaysian rain forests",565,2.73238667359287
"Pernambuco coastal forests",566,2.40330043758462
"Pernambuco interior forests",567,2.55965396719744
"Peruvian Yungas",568,3.31283765403911
"Petén-Veracruz moist forests",569,2.54967003853691
"Pilbara shrublands",570,1.25066452358336
"Pindus Mountains mixed forests",571,2.35275897149411
"Piney Woods",572,3.49349559413049
"Po Basin mixed forests",573,2.45365351331289
"Pontic steppe",574,1.93473546439127
"Puerto Rican dry forests",576,2.40982685455241
"Puerto Rican moist forests",577,2.51631724609294
"Puget lowland forests",578,3.92550591680411
"Purus-Madeira moist forests",579,3.81694584987305
"Purus várzea",580,3.37570134513823
"Pyrenees conifer and mixed forests",581,2.7317854876217
"Qaidam Basin semi-desert",582,0.545156588159152
"Qilian Mountains conifer forests",583,1.81830473353126
"Qilian Mountains subalpine meadows",584,1.05080628504143
"Qin Ling Mountains deciduous forests",585,1.91444932855894
"Qionglai-Minshan conifer forests",586,2.62287594294425
"Queensland tropical rain forests",587,3.78110526324193
"Rakiura Island temperate forests",588,2.68710428468354
"Rann of Kutch seasonal salt marsh",589,1.37124313168441
"Red River freshwater swamp forests",591,1.08635226191899
"Red Sea-Arabian Desert shrublands",592,0.71060782531543
"Red Sea coastal desert",593,0.768982976353252
"Red Sea mangroves",594,1.23505336102612
"Registan-North Pakistan sandy desert",595,0.735321439887331
"Renosterveld shrubland",596,3.12220371734506
"Richmond temperate forests",597,3.01120321339419
"Rio Negro campinarana",598,3.25372857133801
"Rodope montane mixed forests",599,2.04182594978547
"Rwenzori-Virunga montane moorlands",600,3.18633927977283
"Saharan halophytics",601,0.445515690257674
"Sahelian Acacia savanna",602,1.12658518095111
"Sakhalin Island taiga",603,1.66786570316797
"Samoan tropical moist forests",604,4.08694130273385
"San Lucan xeric scrub",606,1.59223531954436
"Santa Lucia Montane Chaparral & Woodlands",607,2.7962506046379
"Santa Marta montane forests",608,3.36120995115351
"Santa Marta páramo",609,4.35871809460967
"São Tomé, Príncipe, and Annobón forests",610,-0.900933643617144
"Sarmatic mixed forests",611,2.33474002654243
"Sayan alpine meadows and tundra",612,1.58834235855787
"Sayan Intermontane steppe",613,1.73609733849323
"Sayan montane conifer forests",614,1.79105198124905
"Scandinavian and Russian taiga",615,1.65535208371591
"Scandinavian coastal conifer forests",616,2.14827616402851
"Scandinavian Montane Birch forest and grasslands",617,1.26165253581043
"Sechura desert",619,1.49493194928192
"Selenge-Orkhon forest steppe",620,1.41467031890005
"Seram rain forests",621,3.40258210633185
"Serra do Mar coastal forests",623,2.93362413125479
"Sichuan Basin evergreen broadleaf forests",624,1.59939520431131
"Sierra de la Laguna dry forests",625,1.76629113641035
"Sierra de la Laguna pine-oak forests",626,1.88547821048156
"Sierra de los Tuxtlas",627,2.59010127129695
"Sierra Madre de Chiapas moist forests",628,2.35006638573152
"Sierra Madre de Oaxaca pine-oak forests",629,2.79610534569322
"Sierra Madre del Sur pine-oak forests",630,2.59370582612396
"Sierra Madre Occidental pine-oak forests",631,2.77266492042951
"Sierra Madre Oriental pine-oak forests",632,2.17935268948719
"Sierra Nevada forests",633,3.06656816159283
"Simpson desert",634,0.906382551578322
"Sinaloan dry forests",635,3.05961046257355
"Sinú Valley dry forests",636,2.90693949869738
"Snake-Columbia shrub steppe",637,1.75527995367219
"Socotra Island xeric shrublands",639,0.760520541671438
"Solimões-Japurá moist forests",640,2.70355546956888
"Solomon Islands rain forests",641,3.64958596500681
"Somali Acacia-Commiphora bushlands and thickets",642,1.56116729222719
"Sonoran-Sinaloan subtropical dry forest",643,2.3306126864249
"Sonoran desert",644,1.23305230387712
"South American Pacific mangroves",645,2.05482642216341
"South Apennine mixed montane forests",647,1.92756069939132
"South Central Rockies forests",648,2.3970275529548
"South China-Vietnam subtropical evergreen forests",649,1.26994298882762
"South Deccan Plateau dry deciduous forests",651,1.47273607661752
"South Iran Nubo-Sindian desert and semi-desert",652,1.00688668575983
"New Zealand South Island montane grasslands",653,2.30375089180584
"New Zealand South Island temperate forests",654,2.58717316399014
"South Sahara desert",656,0.199491822838198
"South Siberian forest steppe",657,1.92651361457158
"South Taiwan monsoon rain forests",658,1.66456754638787
"South Western Ghats moist deciduous forests",660,1.06352206886917
"South Western Ghats montane rain forests",661,0.462486292363744
"Southeast Australia temperate forests",662,2.8157496551291
"Southeast Australia temperate savanna",663,1.96333951292694
"Southeast Tibet shrublands and meadows",664,1.83856648625064
"Southeast US conifer savannas",666,3.31590316620417
"Southeast Iberian shrubs and woodlands",667,2.00810411807053
"Southeast Indochina dry evergreen forests",668,1.58819890316697
"Southeast Papuan rain forests",669,4.36195396360508
"Southern Acacia-Commiphora bushlands and thickets",670,2.24788569276994
"Southern Africa mangroves",671,2.80828401514624
"Southern Anatolian montane conifer and deciduous forests",672,2.15400576531232
"Southern Andean steppe",673,1.15157198641438
"Southern Andean Yungas",674,2.94668331543804
"Southern Annamites montane rain forests",675,1.69483607764065
"Southern Atlantic Brazilian mangroves",676,2.51591855849841
"Southern Cone Mesopotamian savanna",677,2.74046794211209
"Southern Congolian forest-savanna",678,0.749196394489163
"Southern Great Lakes forests",679,3.49877001556552
"Southern Hudson Bay taiga",680,0.925870085400845
"Southern Korea evergreen forests",682,1.46107725520158
"Southern Mesoamerican Pacific mangroves",683,2.33928788885684
"Southern New Guinea freshwater swamp forests",684,4.41112398167224
"Southern New Guinea lowland rain forests",685,4.60569148111836
"Southern Pacific dry forests",686,2.71128631340105
"Southern Rift Montane forest-grassland",687,1.84886191388646
"Southern Swahili coastal forests and woodlands",688,2.03429850144532
"Southern Vietnam lowland dry forests",689,2.01919507905306
"Southwest Amazon moist forests",690,3.53459788047351
"Southwest Arabian Escarpment shrublands and woodlands",691,0.997559585089131
"Southwest Arabian highland xeric scrub",692,0.986853518496514
"Southwest Australia savanna",693,1.5601759705062
"Southwest Australia woodlands",694,2.30023409446291
"Southwest Borneo freshwater swamp forests",695,2.07036838242137
"Southwest Iberian Mediterranean sclerophyllous and mixed forests",696,2.11611558132031
"Sri Lanka dry-zone dry evergreen forests",697,1.62097657342724
"Sri Lanka lowland rain forests",698,1.32641738017634
"Sri Lanka montane rain forests",699,1.55303806474347
"Succulent Karoo xeric shrublands",701,2.22126496849
"Sudd flooded grasslands",702,1.20917400556539
"Suiphun-Khanka meadows and forest meadows",703,2.16687440330998
"Sulaiman Range alpine meadows",704,1.32125988902847
"Sulawesi montane rain forests",706,2.42505855297097
"Sulu Archipelago rain forests",707,3.05068362613211
"Sumatran freshwater swamp forests",708,2.48486790000109
"Sumatran lowland rain forests",709,2.54212659295363
"Sumatran montane rain forests",710,2.85709077365941
"Sumatran peat swamp forests",711,2.37630410067743
"Sumatran tropical pine forests",712,3.1156420632812
"Sumba deciduous forests",713,1.83235702963103
"Sunda Shelf mangroves",714,2.50452905616545
"Sundaland heath forests",715,2.21881186216311
"Sundarbans freshwater swamp forests",716,0.383240366478809
"Sundarbans mangroves",717,0.217825493032596
"Syrian xeric grasslands and shrublands",718,1.16242427979601
"Taiheiyo evergreen forests",719,2.17078387652739
"Taiheiyo montane deciduous forests",720,2.68288438253134
"Taimyr-Central Siberian tundra",721,-0.392591293838957
"Taiwan subtropical evergreen forests",722,1.90783821115595
"Taklimakan desert",723,0.303488831181414
"Talamancan montane forests",724,2.67755168709151
"Tamaulipan matorral",725,2.34081030263725
"Tamaulipan mezquital",726,1.98360425345205
"Tapajós-Xingu moist forests",727,3.87580727752368
"Tarim Basin deciduous forests and steppe",728,0.185783463410967
"Tasmanian Central Highland forests",729,2.55776429011092
"Tasmanian temperate forests",730,2.80764652822744
"Tasmanian temperate rain forests",731,3.01442045227898
"Tehuacán Valley matorral",732,2.8720007413219
"Tenasserim-South Thailand semi-evergreen rain forests",733,2.63065857355086
"Terai-Duar savanna and grasslands",734,0.699005568683296
"Texas blackland prairies",735,3.00966274518362
"Thar desert",736,1.14360666932791
"Tian Shan foothill arid steppe",737,2.11067811058308
"Tian Shan montane conifer forests",738,1.85925904933655
"Tian Shan montane steppe and meadows",739,1.60816371026826
"Tibesti-Jebel Uweinat montane xeric woodlands",740,0.0928248669157452
"Tibetan Plateau alpine shrublands and meadows",741,1.08316648836198
"Tigris-Euphrates alluvial salt marsh",742,1.31488181927878
"Timor and Wetar deciduous forests",743,2.39831524133419
"Tirari-Sturt stony desert",744,0.904552744585701
"Tongan tropical moist forests",745,3.4256046813779
"Tonle Sap-Mekong peat swamp forests",746,1.82725533273481
"Tonle Sap freshwater swamp forests",747,1.90028392190217
"Torngat Mountain tundra",748,0.0112991109222328
"Trans-Baikal Bald Mountain tundra",749,0.990045277658297
"Trans-Baikal conifer forests",750,1.60959357802196
"Trans-Mexican Volcanic Belt pine-oak forests",751,2.8411273574324
"Trans Fly savanna and grasslands",752,3.94005996330273
"Trinidad and Tobago moist forest",754,2.14735985163171
"Trobriand Islands rain forests",756,4.08217665340611
"Tumbes-Piura dry forests",759,2.06580879234965
"Tyrrhenian-Adriatic sclerophyllous and mixed forests",760,1.93220302636292
"Uatumã-Trombetas moist forests",761,3.46225854923671
"Ucayali moist forests",762,3.00218272101145
"Upper Gangetic Plains moist deciduous forests",763,1.05894205821123
"Upper Midwest US forest-savanna transition",764,3.06789680518265
"Urals montane forest and taiga",765,1.64620205337754
"Uruguayan savanna",766,2.71382368973967
"Ussuri broadleaf and mixed forests",767,2.08552642094198
"Valdivian temperate forests",768,2.81909946711931
"Vanuatu rain forests",769,3.03412273704107
"Venezuelan Andes montane forests",770,3.76829368618187
"Veracruz dry forests",771,2.98965079137992
"Veracruz moist forests",772,2.87064883779158
"Veracruz montane forests",773,2.91201180430084
"Victoria Plains tropical savanna",774,1.91693078339478
"Vogelkop-Aru lowland rain forests",775,4.13982969377666
"Vogelkop montane rain forests",776,4.2060228798854
"Wasatch and Uinta montane forests",777,2.41298985647148
"Watson Highlands taiga",778,0.784741307331435
"West Sahara desert",779,-0.035543277888458
"West Saharan montane xeric woodlands",780,0.0823301514042148
"West Siberian taiga",781,1.24175460987456
"West Sudanian savanna",782,0.885068187281528
"Western Australian Mulga shrublands",783,1.02065387271679
"Western Congolian swamp forests",784,0.353993503352529
"Western Ecuador moist forests",785,1.61905710945639
"Western European broadleaf forests",786,2.33691664250799
"Western Great Lakes forests",787,2.65863589760327
"Western Guinean lowland forests",788,-0.602810976454274
"Western Gulf coastal grasslands",789,2.81953543855901
"Western Himalayan alpine shrub and meadows",790,1.68204500589665
"Western Himalayan broadleaf forests",791,2.22295063382383
"Western Himalayan subalpine conifer forests",792,2.0721609037739
"Western Java montane rain forests",793,1.84231150337042
"Western Java rain forests",794,1.8297589849621
"Western shortgrass prairie",796,2.03811211895464
"Western Siberian hemiboreal forests",797,1.97039257241087
"Westland temperate forests",798,2.92610534359058
"Willamette Valley oak savanna",799,4.36846550403486
"Windward Islands moist forests",800,1.99240539198421
"Wrangel Island Arctic desert",801,-0.485377927319135
"Wyoming Basin shrub steppe",802,1.61631446211846
"Xingu-Tocantins-Araguaia moist forests",803,3.66730081576434
"Yamal-Gydan tundra",804,-0.0904575520791858
"Yapen rain forests",806,4.42438550989839
"Yarlung Zanbo arid steppe",807,1.34259170030904
"Yellow Sea saline meadow",808,1.20877279680191
"Yucatán dry forests",809,2.47786084669482
"Yucatán moist forests",810,2.63570573799733
"Yunnan Plateau subtropical evergreen forests",811,2.11011336457414
"Zagros Mountains forest steppe",812,1.60488881354278
"Zambezian-Limpopo mixed woodlands",813,2.4768724209414
"Zambezian Baikiaea woodlands",814,2.32064208537758
"Zambezian coastal flooded savanna",815,2.12900002259769
"Dry miombo woodlands",816,2.02709419159436
"Zambezian evergreen dry forests",817,2.17700353126079
"Zambezian flooded grasslands",818,2.07555149362847
"Zambezian mopane woodlands",819,2.47794413711992
"Brazilian Atlantic dry forests",820,2.7579139818189
"Northern Cordillera forests",821,1.18621978928392
"Victoria Basin forest-savanna",823,1.3989810819149
"Western Congolian forest-savanna",824,0.72331629018183
"East African montane moorlands",825,2.27121527834918
"Queen Charlotte Islands conifer forests",826,3.03893208612349
"Northern Pacific Alaskan coastal forests",827,2.35387728613581
"Northwest Territories taiga",828,0.226082963697568
"Southwest Arabian coastal xeric shrublands",829,0.981120166089835
"Arabian-Persian Gulf coastal plain desert",830,0.695035057538745
"South Arabian plains and plateau desert",831,0.595007357444992
"Arabian desert",832,0.54491281744585
"Bahamian pineyards",833,2.51078284521512
"Kamchatka tundra",835,0.862922606189755
"Tocantins/Pindare moist forests",836,3.49812738805455
"Kalaallit Nunaat Arctic steppe",837,-0.410918609811858
"North Cascades conifer forests",838,3.05259615282773
"Northern Rockies conifer forests",839,2.53959368368306
"Southwest Arabian montane woodlands and grasslands",841,1.09173690242668
"South Arabian fog woodlands, shrublands, and dune",842,0.852465759274842
"Trinidad and Tobago dry forest",843,2.4379215346006
"Lesser Antillean dry forests",844,2.03442086986203
"North Atlantic moist mixed forests",845,2.59516415454447
"Sulawesi lowland rain forests",848,2.50804814375686
